num_factura,fecha_venta,producto,vendedor,cliente,cantidad
6702-13858587,2020-12-25,79,58,2194,165
9275-51021856,2021-05-19,65,1,1822,91
0258-90419247,2023-03-17,110,4,1506,151
6943-70733326,2022-06-04,63,2,874,120
9090-37834056,2022-12-16,15,22,230,44
8778-32580477,2020-10-02,80,21,705,179
7677-99045476,2021-07-12,18,24,2409,181
5299-54514490,2023-01-11,31,22,529,96
0201-74201133,2023-02-12,45,23,2404,190
8255-55929961,2022-09-28,40,20,841,181
7530-41704578,2021-11-28,22,58,1683,69
4955-71825772,2022-08-16,6,7,1349,42
4812-50775366,2021-10-24,73,17,2178,131
2526-97432574,2021-07-31,46,1,119,178
7947-50500482,2020-12-23,18,65,117,198
9120-49327859,2022-10-09,20,53,336,168
8176-68619351,2021-09-13,18,36,816,15
4203-12550073,2023-01-06,78,16,2443,14
4630-59280787,2022-06-06,118,46,968,177
2834-86943249,2022-11-07,11,37,648,64
7296-84935711,2021-07-07,56,21,1201,110
6150-34739862,2021-05-19,30,6,475,86
8939-81716405,2022-04-15,9,56,103,65
0971-75462308,2022-06-10,42,3,400,92
2143-85573384,2021-05-07,51,17,741,105
5046-60823924,2022-11-09,59,56,720,153
5907-11016101,2021-03-20,113,2,301,13
5832-77151987,2020-09-20,4,33,417,178
1747-15661411,2023-05-30,98,1,51,38
7765-27151993,2020-12-03,49,10,969,101
0120-84184147,2022-03-24,5,2,898,138
4791-03789640,2020-11-24,83,22,1696,113
4996-82436155,2021-12-28,74,63,257,138
1135-44393781,2022-02-18,90,46,207,12
1005-15627042,2021-12-30,54,64,2059,189
1669-34039212,2023-07-29,76,26,557,96
8134-37138930,2022-06-01,54,35,733,96
5869-17805637,2022-11-04,29,59,1760,44
7425-23099333,2022-08-15,22,56,1547,92
4062-37655853,2022-03-17,59,16,801,174
4906-09314117,2022-06-03,92,53,1261,69
8575-23952532,2022-02-06,57,25,2007,46
5274-83046083,2022-04-25,21,31,2400,195
6338-70617115,2021-03-12,95,47,1941,167
4302-61200607,2023-04-30,82,30,1749,56
6669-83559456,2020-12-20,91,29,1532,4
5368-26064568,2022-12-19,61,31,778,156
8746-05631732,2021-08-05,22,20,1893,5
0410-55881944,2021-02-08,105,17,459,63
6667-81891659,2021-10-10,9,56,1855,47
2313-49188252,2021-07-09,19,35,723,9
7294-15915082,2021-01-05,115,49,2187,74
7594-99003934,2022-07-14,91,54,1594,107
5799-53518217,2022-11-30,71,31,857,33
3408-00606640,2021-11-24,40,21,1225,24
2148-33307117,2021-08-20,47,48,1587,21
2003-20876703,2022-04-11,21,8,1679,104
1060-23405019,2022-03-31,46,54,823,56
0688-21863800,2022-12-16,82,64,1355,155
7677-05871740,2021-12-04,87,61,273,147
9018-40279163,2023-08-02,49,11,92,47
5123-09599501,2022-10-04,22,19,1459,52
5560-23244880,2021-10-01,97,9,1319,95
1458-23700871,2022-01-31,16,43,332,101
2474-04854429,2021-07-05,27,26,417,81
5896-44937568,2021-03-15,56,16,2391,194
5445-32741201,2021-07-09,1,44,295,147
8439-14713402,2021-11-15,68,48,969,199
5639-57388149,2021-12-08,40,32,1120,84
4760-73944557,2023-09-04,14,31,190,88
6178-76494229,2023-05-29,80,9,213,197
8469-61461025,2022-06-14,96,57,1761,126
7019-68493659,2022-02-03,37,1,176,91
7224-45845882,2022-02-23,54,35,2454,70
0583-97675382,2022-12-09,100,25,2106,200
6348-71686268,2021-05-11,114,20,2341,126
9941-90440333,2022-03-02,31,8,855,29
0794-22548266,2022-04-02,65,53,1781,137
6733-19973400,2021-10-30,111,57,2152,74
4053-77817427,2023-04-11,107,49,257,83
4164-63673623,2022-11-23,37,64,2219,45
2442-43643337,2020-10-27,35,9,805,64
0778-16339464,2021-01-12,84,2,1498,79
8904-47328884,2022-05-15,94,13,2303,152
2151-68630153,2022-05-16,52,43,875,10
7675-79966435,2023-07-06,102,22,1120,156
0762-72460110,2022-11-06,96,6,1647,144
3944-53115569,2020-12-04,54,12,1509,170
3920-68562375,2021-06-04,7,54,1129,133
4238-03457645,2021-03-07,88,8,579,184
5249-89308176,2023-07-12,116,41,126,113
4508-05143364,2022-10-30,93,40,1396,181
9698-07010395,2021-05-20,97,64,2073,165
1691-60083888,2022-09-11,92,23,1851,146
1913-68520900,2022-06-06,84,14,11,37
8427-38784911,2022-07-08,116,46,1893,195
2772-12792679,2022-05-21,97,18,2049,13
7310-60587869,2022-06-21,35,63,1875,186
8177-46782676,2023-06-25,43,35,526,30
4653-41725710,2023-02-05,73,20,1134,50
1061-81594593,2023-02-27,96,47,2036,103
0084-95512474,2021-12-12,31,14,1689,6
8188-10420309,2021-07-13,101,12,533,40
5750-55075966,2022-10-29,5,33,2065,195
3882-26075933,2022-03-04,73,11,1398,115
9599-95750753,2022-01-26,69,13,81,125
1614-49755992,2022-02-09,27,39,2291,25
7500-27871225,2020-09-26,39,5,2151,187
6845-86944763,2022-01-23,109,12,2046,89
4778-27272788,2022-06-28,34,53,1536,196
0611-31069648,2022-04-07,29,31,1819,48
7601-62449092,2020-12-01,59,63,180,160
4836-36418378,2023-04-07,35,15,25,1
6067-38695682,2021-06-04,100,5,139,3
3824-35457287,2021-10-08,12,26,2159,143
6589-28077834,2022-12-03,77,27,627,101
0334-43393856,2021-06-10,32,63,383,7
1592-61644916,2023-08-27,88,10,1892,165
3248-54021021,2022-05-22,73,35,917,28
0366-04950402,2023-02-20,92,64,1486,7
5841-07030729,2021-03-20,80,3,1928,2
3911-03998014,2022-01-28,11,9,192,1
7998-39589283,2023-08-23,70,65,139,121
4115-88714524,2021-04-13,38,33,2086,128
8175-20960634,2022-11-30,54,5,1250,58
9668-77074368,2021-05-11,59,52,1848,101
2530-07725970,2022-02-06,107,30,1029,128
5619-02686899,2023-01-02,114,40,1191,176
8673-16022424,2022-10-12,38,2,1333,135
3823-30842392,2022-09-26,76,43,434,4
4012-47682852,2021-06-24,29,23,2418,89
4614-13448038,2021-11-06,94,64,1364,157
1040-09079930,2021-05-29,49,61,1856,158
2498-02445977,2021-01-06,48,14,1147,64
3812-06636002,2020-11-11,95,18,2344,172
7666-84971439,2022-06-25,106,18,841,154
5037-72702434,2023-04-23,15,9,281,191
9915-75209969,2021-01-25,119,33,594,199
5705-45985452,2023-09-12,87,39,1637,50
9170-11431691,2021-06-04,35,41,690,192
1897-22546628,2022-10-21,115,20,1097,172
3976-10929097,2021-10-05,7,28,1804,101
6694-57675905,2022-03-12,25,30,1725,100
7820-49232920,2021-06-07,35,50,1587,188
4985-31176993,2022-12-20,61,36,72,99
3987-55776149,2020-10-09,10,55,1030,44
7468-47625437,2023-03-01,92,36,124,20
3676-95033490,2022-09-09,39,34,2494,117
2923-64859872,2020-12-10,51,19,1361,138
2869-91439312,2022-04-09,10,44,1683,96
7709-13342059,2022-07-08,47,29,1901,57
9492-60100496,2023-02-21,98,60,172,191
2341-53426550,2023-02-05,33,60,2364,95
4146-01195360,2021-02-27,46,57,1144,28
4930-01296988,2020-10-31,102,22,969,175
9372-75967701,2021-08-02,26,33,1326,121
0368-41102632,2021-12-03,70,48,1281,134
8316-25433604,2023-07-24,33,22,881,67
5544-09082412,2023-05-18,29,35,1546,27
0448-64552241,2022-05-15,60,45,5,164
0915-32555807,2021-05-24,21,4,1120,141
4660-31979903,2021-05-18,13,29,1060,61
0548-47713212,2023-03-27,33,62,2262,100
0095-27774965,2022-03-05,12,63,1755,192
6980-80935278,2021-03-05,6,22,1680,185
8479-08674428,2023-08-25,27,12,1193,58
7792-32471549,2021-05-01,97,39,1679,60
7570-35452393,2022-04-02,58,34,192,153
4866-94191572,2021-05-02,92,29,1719,54
2485-68124704,2021-07-03,10,12,1960,187
5012-46802753,2023-02-24,43,14,2131,184
2903-37834145,2022-08-01,96,29,1278,132
6346-19287760,2021-04-08,96,26,497,44
2473-30775123,2022-02-09,54,21,281,113
6515-16304686,2022-03-07,66,22,5,132
8245-51682465,2023-09-15,51,7,1189,48
8303-97968483,2021-11-15,80,23,410,130
5337-55082216,2021-08-07,66,19,1793,142
1520-46305280,2021-02-06,32,41,617,105
2959-57730184,2023-03-28,15,5,1527,151
9662-27913713,2023-06-16,117,4,2499,130
5001-08750806,2022-08-28,91,27,2118,58
5227-31223230,2021-06-22,36,2,1193,149
0717-52353174,2023-02-24,77,45,449,11
6862-26978470,2023-06-22,70,58,1542,167
8677-73425583,2023-07-06,12,62,2024,162
0741-64591684,2021-11-29,2,28,2163,139
7525-46417791,2023-02-23,35,17,141,171
7424-69769635,2023-01-16,9,44,500,199
8694-88879564,2023-05-17,64,10,813,190
5800-76058746,2023-07-13,64,37,378,151
5958-38231109,2020-09-22,113,9,2465,191
1186-84845655,2021-07-22,56,28,1359,149
3625-79531492,2021-11-16,65,15,2007,2
3174-66486670,2021-07-31,88,34,2103,63
4078-25541665,2022-07-09,110,5,1837,185
6878-54218256,2021-10-26,101,34,2053,128
6369-25472786,2022-09-08,42,29,731,199
5350-24462775,2020-11-14,47,45,2402,145
5196-02836974,2022-05-03,12,35,545,48
7958-88127149,2021-03-06,109,41,2216,141
1081-33019018,2021-12-17,2,6,2466,151
8642-91160354,2022-07-22,20,17,1238,187
5864-80655560,2023-05-31,83,62,879,83
3751-05001283,2021-06-16,42,30,792,32
5328-96804556,2022-04-26,51,19,80,180
7809-22260215,2021-05-29,6,21,648,44
6294-47517601,2021-09-08,27,53,1998,199
2403-52245066,2023-01-21,75,25,1644,193
6967-48435855,2021-08-05,95,18,1494,6
9552-75695317,2022-03-03,20,36,815,166
4759-39927025,2023-06-03,93,14,1907,34
0496-44245315,2023-08-01,30,20,36,127
0331-84252357,2023-09-13,34,62,2297,156
7635-23704807,2022-09-21,113,48,904,179
9876-15422293,2020-10-03,83,23,238,14
7202-36392993,2020-11-16,33,6,2265,90
7858-33169908,2023-05-21,3,28,1306,187
1118-23098380,2022-08-14,41,50,509,169
7921-66716023,2023-07-01,73,13,1541,62
3062-83155294,2023-05-14,50,63,864,86
8722-56218488,2022-09-11,67,16,989,49
8040-57568672,2022-09-10,118,5,2337,78
8619-84519455,2021-09-17,77,31,1963,28
6346-25262483,2022-05-31,26,42,1439,77
3571-77123340,2021-06-19,90,55,508,185
3178-96952459,2022-02-12,33,4,1169,51
6632-77155415,2021-02-23,100,17,2398,86
9448-68434738,2020-12-07,111,36,2122,143
5644-39089840,2022-07-11,53,56,2302,42
7793-87200067,2023-09-16,23,19,1782,167
5531-66203708,2021-05-11,63,17,880,194
3139-67706780,2022-11-13,92,3,673,53
2396-82771138,2023-02-17,84,43,757,194
7577-06136795,2022-10-22,56,51,1627,70
1358-97640785,2021-06-20,19,48,507,112
7594-25191385,2022-07-30,102,38,1857,161
8636-10325157,2021-07-12,81,55,86,189
2047-33107760,2020-12-28,101,11,1294,113
6103-58808131,2021-10-28,49,47,1574,134
5778-70526463,2023-04-21,28,23,1802,55
0265-39035814,2022-12-13,17,14,1844,132
2366-12479584,2023-04-14,5,28,1463,163
4334-32239103,2021-11-04,117,37,1867,91
2294-33409956,2023-02-14,92,61,1115,110
9703-13729407,2022-10-10,21,36,1446,57
4509-34914322,2022-11-09,18,14,617,62
2699-79864891,2021-10-25,71,64,1392,50
9902-83069550,2022-12-20,40,15,720,199
9668-46137389,2021-02-26,66,12,2231,42
3828-10947643,2022-04-02,7,10,931,80
0482-33878388,2021-05-13,4,31,151,125
8589-53672533,2023-06-01,52,55,1782,122
3529-59137856,2023-02-18,86,36,1876,123
4880-50992328,2023-09-09,26,45,744,178
2335-30652969,2020-12-27,15,65,1090,89
4207-20478310,2021-02-19,73,26,2018,50
4362-37197478,2022-10-15,87,49,973,123
9631-17013955,2023-08-25,22,51,2244,105
6684-80357379,2022-01-25,104,32,2256,157
2373-82765644,2022-05-27,30,46,2059,172
5521-66576009,2021-12-31,79,9,719,175
2245-22403542,2023-05-24,80,26,1090,41
8075-39134550,2022-08-31,53,1,281,134
0742-33640895,2022-01-20,60,43,1051,104
7123-42581595,2022-02-14,1,11,654,50
0928-19071201,2023-06-17,73,48,178,168
3184-22048084,2023-01-27,58,32,642,139
1897-84643231,2023-03-31,89,9,760,61
5861-31225852,2023-02-26,113,41,316,7
2084-51913151,2023-08-24,26,52,491,179
9658-92359238,2023-08-18,113,15,2301,27
5532-96537780,2021-04-01,103,17,517,136
6839-63563333,2022-07-09,16,61,1513,9
0914-08072975,2021-04-28,9,22,770,66
5928-49814137,2021-05-30,113,65,1302,144
2739-28585606,2021-06-06,30,3,1977,20
8919-64069309,2020-09-25,43,11,1022,119
0365-37116904,2020-11-28,28,50,2478,162
5441-10064209,2023-03-02,7,60,2119,169
0960-66735296,2020-11-15,17,40,982,154
1848-24296606,2021-04-15,114,58,761,147
4074-70612392,2021-02-14,83,46,486,95
8346-71486289,2021-08-28,6,43,2482,1
8640-47705848,2023-02-26,35,64,2451,45
9888-33274004,2023-05-20,35,34,2035,177
6796-35378122,2022-12-08,88,26,705,189
7173-64906245,2023-05-15,52,33,197,26
6708-96928208,2021-06-04,91,35,2397,117
7618-09808383,2022-06-07,87,27,659,6
0629-75949731,2022-05-20,8,36,2416,94
8944-82431803,2022-02-27,46,7,718,112
7730-63326942,2021-12-25,4,18,144,4
0857-77287437,2021-08-11,17,58,271,50
2661-62497798,2020-11-24,41,10,970,11
8695-31078425,2022-05-30,7,28,1431,106
6555-61904061,2020-10-19,48,39,2307,197
1190-27514114,2022-10-29,99,54,1681,108
5398-17479116,2023-08-24,9,14,195,118
2313-65617555,2021-01-25,25,34,1400,70
0795-38057767,2023-08-01,61,26,926,145
3931-33239623,2021-05-07,59,50,1458,21
1097-01801424,2022-03-10,74,11,1416,33
7778-17049158,2020-10-04,25,46,1125,200
6744-79081192,2022-12-19,61,34,264,107
8956-01123988,2022-09-15,50,59,1028,177
1514-93903463,2020-10-07,78,14,1416,167
9849-36248193,2023-05-22,8,22,2396,73
7490-91330483,2020-12-30,111,37,1639,71
8677-62379958,2023-01-14,97,64,2270,62
4935-27836173,2023-04-25,5,5,1559,64
3835-74858870,2022-11-09,113,5,2345,140
2540-38263754,2021-05-26,49,55,1315,138
9163-12049702,2023-08-15,28,39,338,171
4578-97846477,2021-05-01,113,17,1119,4
7382-92701889,2021-05-02,118,22,1262,22
4914-92187403,2022-02-16,117,14,1683,62
8703-13693467,2021-02-08,80,52,733,61
5676-63811696,2021-11-29,75,55,84,107
2154-05985308,2021-10-17,14,40,2025,29
8224-38119663,2021-05-08,10,44,2042,2
1544-78132253,2022-02-08,23,54,2305,81
9138-19948797,2020-09-30,108,20,2387,95
6413-17178918,2021-04-02,22,30,472,70
9582-68764894,2021-02-27,60,25,804,28
2790-91024317,2023-08-21,48,20,944,101
1867-06830184,2023-02-18,22,17,1112,122
7726-33307852,2023-09-12,1,9,1027,53
7054-94926750,2022-06-03,16,57,974,177
0537-23129937,2022-08-09,37,42,337,78
8363-12902763,2020-11-19,71,49,326,185
1114-13100438,2022-05-12,94,52,2122,155
4306-45879595,2023-09-17,26,52,657,55
5900-75260724,2021-05-28,92,2,1149,163
7259-37956895,2021-01-12,88,31,1313,126
3193-12714631,2021-05-24,46,29,2368,159
4472-47668944,2020-12-06,46,29,1651,51
8924-61322160,2020-12-08,107,45,1782,193
4666-72721381,2022-02-26,98,42,488,143
7533-78318650,2020-12-02,44,17,335,156
0449-94941621,2020-11-14,106,7,826,110
5680-99727690,2022-07-23,27,6,1365,177
4561-32821415,2020-11-03,42,29,1704,92
4431-28729408,2023-08-19,27,48,2435,65
0055-08793309,2023-05-13,108,56,2365,49
6329-73450556,2022-10-03,109,56,2242,51
3752-80884931,2021-05-17,1,62,612,90
1120-87633764,2022-10-31,114,16,1668,54
0835-51486876,2021-06-22,98,48,2309,130
4877-28470004,2021-10-16,92,42,1654,153
8096-96142637,2021-12-17,75,46,1275,28
0338-42829109,2023-02-22,90,58,784,9
1205-49851724,2021-09-06,45,53,1171,124
6208-00749106,2022-09-24,105,4,122,64
2955-96232690,2022-08-22,19,23,984,181
7236-06698033,2020-09-21,60,38,1528,87
9921-78729048,2023-06-18,30,28,2101,142
1336-84551293,2022-10-07,88,43,929,154
7218-39416833,2020-10-08,52,58,1628,22
0802-88850238,2023-05-30,75,15,596,50
3233-91110013,2021-09-23,38,56,596,38
0167-98305784,2021-09-09,105,27,431,48
8187-25821009,2022-04-18,26,55,24,114
2058-23939412,2023-07-17,58,20,2212,143
5457-05328956,2021-08-31,37,43,556,24
5631-93523725,2023-06-26,32,55,429,177
2477-82386831,2022-04-03,91,14,1024,141
1192-63006987,2021-12-14,67,63,2488,81
2132-83924453,2020-10-02,1,4,1013,120
0715-02324876,2020-11-23,43,26,1120,104
9275-44938801,2023-04-30,85,5,1944,186
4783-79826002,2023-05-03,94,46,1506,52
7856-16097359,2022-05-02,58,48,1036,162
8333-54797361,2022-03-04,54,57,416,177
7141-78564379,2023-07-22,70,11,544,187
1169-55864478,2022-03-22,16,46,429,136
8301-23237656,2023-02-10,62,28,1792,118
7230-41953352,2022-09-21,55,12,1917,5
3107-39131340,2023-05-10,4,15,862,179
3650-58774907,2023-04-09,58,3,2304,35
9042-99229003,2022-01-05,29,14,653,86
1900-91097447,2022-06-07,54,8,155,91
7645-28105392,2022-06-02,47,12,1969,141
7489-29518553,2020-10-08,9,50,1203,172
3331-45741855,2022-07-17,54,1,133,95
7393-23892879,2021-08-21,16,13,2109,179
3495-89022131,2022-01-05,2,16,387,77
2345-61690153,2023-09-10,115,22,807,99
3431-55773038,2023-05-29,23,49,1965,34
6999-41863525,2021-05-08,68,3,2427,183
9688-34318623,2023-02-14,35,60,1236,1
1566-38448307,2021-10-09,43,39,2166,125
8309-93630238,2021-04-07,19,20,2369,130
7807-28720108,2020-11-02,95,7,1036,33
7228-90123871,2023-01-23,51,16,1150,19
8972-50425203,2021-05-02,89,27,1462,35
8775-62438817,2021-04-18,85,3,1882,151
0946-95360265,2023-07-27,23,59,1178,99
4319-70339675,2021-05-22,118,30,1015,82
5718-58457096,2022-04-23,15,19,1891,5
5683-24276245,2023-02-10,106,2,2303,76
1253-64441017,2023-06-09,53,27,251,168
1769-78947142,2022-03-05,58,6,38,112
6469-22461141,2021-08-02,111,53,20,46
9151-78739468,2021-03-29,113,57,2286,80
7089-78079007,2021-07-18,73,4,111,140
3021-02233082,2022-12-27,79,61,276,23
7669-31730046,2022-12-10,92,2,622,89
1982-26906668,2023-05-09,58,58,1724,42
2662-97287169,2021-04-08,24,33,1956,74
8494-01237633,2022-08-15,26,25,1875,165
5023-48605547,2022-02-10,46,33,1965,48
6601-40983491,2022-09-15,60,60,1450,172
1003-91806811,2022-12-29,101,43,2333,31
4836-53987168,2020-10-31,118,35,1743,47
7279-84698388,2023-09-08,102,32,2035,136
9389-05051321,2022-08-02,47,47,1105,48
6522-81631249,2021-10-14,60,3,1906,158
0549-92927087,2021-02-23,111,58,1984,148
4293-08447472,2022-09-24,38,60,106,196
6739-42288107,2022-03-14,70,2,928,149
4533-52762373,2022-05-06,94,20,1011,195
0562-78908441,2020-09-25,7,58,807,149
2728-16808723,2021-12-03,50,44,20,41
7134-39457847,2022-06-14,34,31,1878,146
3759-06173492,2021-05-08,110,14,986,128
3893-11347212,2023-02-21,79,55,1246,4
4900-14698422,2021-10-31,77,33,570,169
1497-08808233,2023-08-30,50,25,1038,59
4509-17927577,2022-05-23,115,15,2227,1
7187-90654517,2023-09-11,109,44,1619,179
5751-68309414,2022-10-20,101,50,187,196
5995-07568534,2020-10-12,114,9,2031,3
2639-36152590,2021-04-25,61,26,930,78
2818-70651657,2023-03-29,42,3,2433,113
9702-41287563,2021-03-21,88,51,1593,32
9151-62537124,2021-11-05,62,33,2325,50
9262-73925263,2021-05-19,25,33,1895,31
0489-72074955,2022-05-31,55,63,403,170
7074-54765000,2021-06-11,12,26,953,124
4363-92148205,2022-10-18,14,41,52,141
1205-35653682,2021-11-11,106,1,1238,191
4664-71100547,2020-10-23,30,48,137,128
4545-36296374,2023-08-29,22,34,1229,44
2873-67966228,2021-04-16,49,38,663,21
4280-15405680,2022-06-30,4,37,1818,189
3899-40104693,2023-08-01,41,38,664,25
4800-20958597,2021-09-12,28,36,712,45
1370-85476061,2020-09-19,93,44,1789,182
6041-90510129,2021-07-08,96,35,180,158
3203-35967148,2021-12-04,54,35,33,41
5095-81605883,2022-10-05,85,6,1830,116
8027-30228642,2021-12-20,12,30,2199,127
9392-94481626,2022-12-18,119,10,102,184
8743-97646703,2023-05-20,56,64,1434,79
3437-56086664,2023-07-21,99,36,1658,37
0051-66484159,2023-05-30,81,41,1425,13
3085-90209399,2022-03-16,108,4,2152,95
6818-16184026,2023-05-13,115,23,23,80
0033-06361303,2022-05-19,118,57,1748,93
3349-65091519,2023-09-15,55,13,2054,139
3490-94848700,2023-08-17,95,35,644,11
1821-23959299,2021-08-15,74,65,2320,135
8943-15149780,2022-07-27,83,17,535,26
1429-29314589,2022-03-16,115,55,1387,142
3330-49271143,2021-11-07,61,15,599,88
9795-97652629,2021-08-21,44,4,941,22
5953-77208702,2022-05-22,39,29,496,124
5088-81073818,2022-04-06,89,48,2375,164
5029-19210982,2023-09-15,9,36,1184,199
2551-97051598,2022-04-04,47,45,826,104
5373-26020507,2023-04-06,9,20,204,152
7498-53453815,2022-12-16,102,14,1684,113
6383-78671232,2023-09-12,67,36,871,186
9036-32274953,2022-07-26,77,61,1175,26
5599-03244033,2022-12-19,103,14,328,192
0497-50906274,2021-03-01,111,4,1268,108
0541-16582164,2023-06-17,89,2,1689,107
3720-36679302,2021-03-04,8,45,810,150
2041-32234380,2022-09-24,75,21,1336,125
5019-54203225,2021-10-16,37,16,1796,67
2696-94076481,2022-04-02,113,55,1369,130
7954-52366349,2023-08-07,119,63,1672,136
6949-20435043,2021-12-16,32,42,2382,128
5297-05116590,2021-12-10,79,25,1274,146
0801-02638845,2021-05-04,49,25,1554,108
1154-70181701,2023-06-03,94,60,1351,65
0273-37047063,2023-07-14,3,22,546,1
3319-78696860,2021-08-18,25,6,1511,65
8378-20541653,2022-03-25,103,58,306,193
5064-20117830,2021-10-10,89,34,6,100
6910-35417848,2021-03-14,91,28,1366,173
2472-15007999,2022-04-14,42,56,2485,175
1664-64120845,2020-10-10,39,44,1186,137
3589-25442777,2021-11-23,36,57,67,68
8943-37460949,2020-10-12,45,18,829,140
0420-23764686,2020-11-03,81,46,2384,32
9014-74780660,2021-11-21,18,2,153,21
8585-77858607,2021-04-16,34,5,59,131
2819-91303392,2022-01-27,49,24,941,156
5048-09384364,2023-07-07,95,18,1617,75
3704-55771443,2023-03-01,61,57,525,128
1585-25911336,2020-10-05,29,64,2174,97
1101-80048733,2022-07-13,112,18,688,20
2300-62995256,2023-05-30,13,1,1356,141
8912-38325183,2020-10-26,86,24,2251,182
6624-34194577,2023-03-25,20,54,1445,190
7662-42892607,2021-02-11,57,20,2164,115
0268-82168510,2021-05-03,57,11,1233,154
3427-91019059,2023-04-19,9,65,906,17
3192-54088946,2023-01-20,72,23,1816,20
0087-87814824,2021-02-02,50,30,1008,173
8208-20763716,2020-11-14,37,16,1282,110
3233-33270877,2022-08-18,7,7,173,72
8313-57721374,2022-12-18,96,44,1056,92
9219-02835397,2022-03-16,10,27,2256,84
6677-29137861,2023-07-12,103,48,842,113
7389-94288668,2023-07-20,64,3,1903,115
0541-86899358,2021-01-06,34,10,1219,46
7321-30938977,2021-05-14,116,7,1659,23
2089-33885706,2022-03-27,54,14,2001,58
3789-61906312,2022-09-02,79,15,514,60
6641-83149519,2020-12-03,53,57,378,143
1533-64923217,2022-09-06,46,30,1940,180
5690-71723068,2023-04-10,64,61,74,139
9419-22184088,2022-02-18,86,25,2004,2
8973-46278801,2023-09-02,62,3,2493,178
6851-58805460,2022-10-31,66,49,2049,3
3594-03731453,2022-10-20,46,24,332,83
5955-02053031,2022-07-15,93,41,878,99
2231-07699253,2023-05-17,76,9,419,44
7427-13429604,2021-10-20,39,32,127,139
0495-30394745,2023-05-29,59,34,459,165
6983-67572066,2023-04-29,2,48,341,103
5364-73499973,2021-07-28,24,56,1330,28
9329-27891379,2021-03-26,118,15,739,114
7988-16393733,2022-05-08,49,41,1842,18
